code,name,date,headline,article
GOOGL,Alphabet Inc,20170719,Google redesigns mobile search app with personalized 'feed' ,SAN FRANCISCO  July 19 Google on Wednesday announced an overhaul of its search app on mobile phones to include a personalized feed of links about hobbies  travel  sports and other topics  a move that puts the search company into more direct competition with social networks such as Facebook.
GOOGL,Alphabet Inc,20170712,Google Earth to let users post stories  photos in coming years ,RIO DE JANEIRO Alphabet Inc  wants users to post millions of stories  video and photos on its Google Earth platform in the next few years  the program chief said on Tuesday at a launch event in Brazil for content focused on showcasing the Amazon rainforest.
GOOGL,Alphabet Inc,20170707,Waymo must disclose details of Lyft car deal to Uber -ruling ,SAN FRANCISCO A U.S. judge on Friday ruled that Alphabet Inc's self-driving car unit Waymo must disclose documents to attorneys representing Uber Technologies Inc about Waymo's partnership with Lyft Inc  saying the information could be important in Waymo's lawsuit accusing Uber of stealing some of its trade secrets.
GOOGL,Alphabet Inc,20170706,Alphabet spins out geothermal startup Dandelion ,Geothermal energy startup Dandelion has left Alphabet Inc's  moonshot accelerator X to become an independent company  Dandelion CEO Kathy Hannun said in a blog post on Thursday.
GOOGL,Alphabet Inc,20170705,China's Baidu taps 50 partners to help advance self-driving ,DETROIT Baidu Inc  the top Chinese internet search firm  has formed a broad alliance to promote self-driving cars  pitting its Apollo platform against Alphabet Inc's system  it said on Wednesday  in hopes of getting the vehicles on the road in China by 2019.
GOOGL,Alphabet Inc,20170627,BRIEF-Alphabet expects to accrue fine imposed by EC decision in Q2‍​ ,"* Alphabet Inc on European Commission decision - ""Will review the formal decision  but expects that it will accrue the fine in the second quarter of 2017""‍​ Source text: http://bit.ly/2ue64IF Further company coverage:"
GOOGL,Alphabet Inc,20170626,Alphabet partners with Avis to manage self-driving car fleet ,June 26 Waymo  the self-driving car unit of Alphabet Inc  signed an agreement with Avis Budget Group Inc under which the U.S. car rental firm will manage its fleet of autonomous vehicles  the companies said on Monday.
GOOGL,Alphabet Inc,20170623,Google to stop scanning Gmail for creating targeted ads ,Alphabet Inc's Google said on Friday it would stop scanning Gmail content for creating personalized ads from later this year  bringing the widely-used email service in line with its enterprise offering  G Suite.
GOOGL,Alphabet Inc,20170619,Google tightens measures to remove extremist content on YouTube ,Alphabet Inc's  Google will implement more measures to identify and remove terrorist or violent extremist content on its video sharing platform YouTube  the company said in a blog post on Sunday.
GOOGL,Alphabet Inc,20170615,Alphabet  Apple analyst research extends tech stock selloff ,NEW YORK  June 15 The U.S. technology sector fell on Thursday  pulled down by heavyweights including Apple Inc and Alphabet Inc after bearish analyst research gave investors a reason to take profits on the stock market's recent champion sector.
GOOGL,Alphabet Inc,20170613,Waymo retires Firefly to focus on mass-produced vehicles ,Alphabet Inc's self-driving car unit Waymo said it is retiring its line of Firefly test vehicles to focus on integrating its technology into mass-produced vehicles.
GOOGL,Alphabet Inc,20170609,SoftBank to buy robotics businesses from Alphabet Inc ,TOKYO SoftBank Group Corp  said it would buy two firms that build walking robots from Google's parent company  Alphabet Inc   adding to the Japanese company's growing artificial intelligence portfolio.
GOOGL,Alphabet Inc,20170607,Judge rules Uber must disclose key document in Waymo self-driving car case ,SAN FRANCISCO A magistrate judge has ruled that Uber Technologies Inc must hand over a key document that could shed light on what its executives knew about alleged theft of trade secrets from Alphabet Inc's Waymo self-driving car unit.
GOOGL,Alphabet Inc,20170602,BRIEF-Alphabet Inc's ‍nest Labs and Ecobee announce long-term patent cross-license agreement​ ,* Alphabet Inc's ‍nest Labs and Ecobee announce long-term patent cross-license agreement​ Source text for Eikon: Further company coverage:
GOOGL,Alphabet Inc,20170601,Exclusive: Google faces hefty EU fine in shopping case by August - sources ,BRUSSELS EU antitrust regulators aim to slap a hefty fine on Alphabet  unit Google over its shopping service before the summer break in August  two people familiar with the matter said  setting the stage for two other cases involving the U.S. company.
GOOGL,Alphabet Inc,20170530,Uber fires Levandowski amid Waymo self-driving dispute ,May 30 Uber Technologies Inc said on Tuesday it fired the former head of its self-driving unit  Anthony Levandowski  as he failed to comply with the ride-hailing company's internal probe into a dispute with Alphabet Inc's Waymo unit.
GOOGL,Alphabet Inc,20170522,EU to conclude Google antitrust cases in next few months ,"OXFORD EU antitrust regulators will rule in the ""next few months"" whether Alphabet's Google abused its dominance of internet searches and other areas  a senior European Commission official said on Monday  an outcome that could lead to a hefty fine."
GOOGL,Alphabet Inc,20170518,Google shifts mobile focus to apps and digital assistant ,Mobile phone apps took center stage at Google’s annual developer conference on Wednesday as the search giant announced new features for its digital assistant and its popular photo app while devoting little time to the Android mobile operating system. | Video 
GOOGL,Alphabet Inc,20170517,UPDATE 3-Google shifts mobile focus to apps and digital assistant ,May 17 Mobile phone apps took center stage at Google’s annual developer conference on Wednesday as the search giant announced new features for its digital assistant and its popular photo app while devoting little time to the Android mobile operating system.
GOOGL,Alphabet Inc,20170515,BRIEF-Paulson & Co Inc takes share stake in Dish Network  Monsanto ,* Paulson & Co Inc takes share stake of 3.5 million shares in Dish Network Corp
GOOGL,Alphabet Inc,20170512,BRIEF-Third Point cuts share stake in Facebook  JPMorgan  ups in Alphabet ,* Third Point LLC takes share stake of 2.5 million shares in Alcoa Corp
GOOGL,Alphabet Inc,20170504,Google to pay $334 million to settle Italian tax dispute ,MILAN Alphabet Inc's  Google has agreed to pay 306 million euros ($334 million) to settle a tax dispute with Italy  the company and the country's tax authority said on Thursday.
GOOGL,Alphabet Inc,20170503,UPDATE 3-Spam campaign targets Google users with malicious link ,May 3 Alphabet Inc warned its users to beware of emails from known contacts asking them to click on a link to Google Docs after a large number of people turned to social media to complain that their accounts had been hacked.
GOOGL,Alphabet Inc,20170429,Google gets Australian tax office demand to pay more  says to fight it ,SYDNEY Alphabet Inc's  Google said it will challenge amended tax assessments issued by the Australian Taxation Office (ATO)  which is trying to claw back billions of dollars from multinational corporations citing unpaid taxes.
GOOGL,Alphabet Inc,20170428,BRIEF-Alphabet's Google CEO Sundar Pichai's 2016 total compensation $199.7 mln ,* Alphabet - Google CEO Sundar Pichai's 2016 total compensation was $199.7 million versus $100.6 million in 2015 -SEC filing
GOOGL,Alphabet Inc,20170427,Google parent Alphabet's profit up 29 percent on strong ad sales ,Google parent Alphabet Inc  posted a surge in profit and revenue on Thursday as its core advertising business continued to grow at an extraordinary rate and problems such as an advertiser boycott of YouTube had little impact.
GOOGL,Alphabet Inc,20170425,Waymo testing self-driving car ride service in Arizona ,SAN FRANCISCO Alphabet Inc's Waymo autonomous vehicle group will begin testing a self-driving car program for hundreds of families in Phoenix  Arizona and is buying 500 Chrysler minivans to do so  the companies said on Tuesday.
GOOGL,Alphabet Inc,20170419,Alphabet's Verily unit launches study to track health data ,Verily  Alphabet Inc's life sciences business  said it was launching a four-year study with about 10 000 participants to understand how people transition from being healthy to becoming sick  and to identify additional risk factors for diseases.
GOOGL,Alphabet Inc,20170417,Google to open up Android to rivals in out-of-court deal with Russia ,MOSCOW Alphabet Inc's Google will open up its popular Android mobile operating system to rival search engines in Russia as part of a deal to settle a two-year dispute with Russian competition authorities.
GOOGL,Alphabet Inc,20170407,Uber says its self-driving technology differs from Waymo's ,"SAN FRANCISCO Uber Technologies Inc said on Friday its self-driving sensor technology was ""fundamentally different"" from Waymo's  blasting the Alphabet Inc unit's claim that it profited from stolen files in the race to roll out the first driverless car."
GOOGL,Alphabet Inc,20170406,YouTube tweaks ad strategy to curb content stealing ,April 6 Alphabet Inc's YouTube said on Thursday it would place ads on videos only if they reach 10 000 views as it tries to weed out channels that make money by stealing content from other sources.
GOOGL,Alphabet Inc,20170405,U.S. judge warns Uber in Waymo self-driving car case ,SAN FRANCISCO  April 5 A U.S. judge on Wednesday warned Uber Technologies Inc it could face a court injunction that would bar a key Uber executive from working on its self-driving car project  in a high-profile case filed by Alphabet Inc's Waymo unit.
GOOGL,Alphabet Inc,20170404,Uber exec has 'no basis' to believe criminal probe underway -court filing ,"SAN FRANCISCO An Uber executive at the center of a high-profile legal dispute with Alphabet Inc's Waymo self-driving-car unit has ""no basis to believe"" any criminal investigation is underway over allegations of trade secret theft  the executive's lawyer said in a court filing."
GOOGL,Alphabet Inc,20170324,"BRIEF-Moody's says Alphabet's loss of ""notable advertisers"" on YouTube platform credit negative  but does not impact AA2 rating ","* Says Alphabet's loss of some ""notable advertisers"" on its YouTube platform is credit negative but does not impact AA2 rating  Source text for Eikon:"
